epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,1106.47,0.57533,0.32762,0.90837,0.9715,0.98738,0.99091,0.81392,0.71548,0.35186,1.06386,0.00071504,0.00071504,0.00071504
38,1150.02,0.57598,0.3322,0.91558,0.9718,0.9887,0.99185,0.80028,0.73301,0.35674,1.07584,0.000704041,0.000704041,0.000704041
39,1191.9,0.57088,0.31706,0.90966,0.96783,0.96919,0.98917,0.82899,0.71958,0.36998,1.06658,0.000693042,0.000693042,0.000693042
40,1233.5,0.56751,0.31898,0.91179,0.96663,0.98166,0.99171,0.82035,0.72251,0.35972,1.05268,0.000682043,0.000682043,0.000682043
41,1277.61,0.56383,0.31484,0.9091,0.97215,0.98741,0.98848,0.81786,0.72704,0.35538,1.07671,0.000671044,0.000671044,0.000671044
42,1303.39,0.57611,0.31538,0.90584,0.97604,0.97613,0.99049,0.82888,0.7163,0.36338,1.07948,0.000660045,0.000660045,0.000660045
43,1329.32,0.56265,0.3127,0.91,0.9731,0.98787,0.99066,0.81684,0.72229,0.34805,1.07496,0.000649046,0.000649046,0.000649046
44,1355.55,0.55641,0.3022,0.90757,0.97661,0.98437,0.99203,0.81443,0.72032,0.35211,1.07835,0.000638047,0.000638047,0.000638047
45,1381.34,0.55876,0.30393,0.90966,0.97939,0.98128,0.99197,0.83782,0.73171,0.36983,1.09093,0.000627048,0.000627048,0.000627048
46,1407.57,0.55218,0.30181,0.89898,0.97305,0.95515,0.98621,0.81156,0.71527,0.34775,1.07303,0.000616049,0.000616049,0.000616049
47,1434.04,0.55354,0.3007,0.90116,0.95362,0.99208,0.99056,0.83193,0.71954,0.34699,1.07569,0.000605051,0.000605051,0.000605051
48,1459.41,0.55178,0.3048,0.90866,0.95478,0.98844,0.99159,0.83755,0.70202,0.33677,1.07348,0.000594052,0.000594052,0.000594052
49,1486.46,0.55945,0.30078,0.90111,0.958,0.97328,0.99067,0.79355,0.73568,0.36558,1.07821,0.000583053,0.000583053,0.000583053
50,1512.06,0.56392,0.29863,0.90306,0.97937,0.96587,0.99111,0.825,0.7183,0.33824,1.07004,0.000572054,0.000572054,0.000572054
51,1537.25,0.57944,0.29837,0.91191,0.97996,0.98276,0.99236,0.81888,0.70396,0.33409,1.06898,0.000561055,0.000561055,0.000561055
52,1562.43,0.5564,0.29211,0.9037,0.959,0.98809,0.98915,0.81321,0.71817,0.34192,1.07526,0.000550056,0.000550056,0.000550056
53,1587.56,0.54805,0.29117,0.90078,0.96639,0.97103,0.98506,0.82319,0.69952,0.34817,1.06293,0.000539057,0.000539057,0.000539057
54,1612.63,0.54098,0.28699,0.89877,0.97608,0.96195,0.9903,0.82728,0.70754,0.33374,1.07573,0.000528058,0.000528058,0.000528058
55,1637.95,0.53717,0.28353,0.89984,0.97084,0.9892,0.9889,0.81897,0.71784,0.33799,1.08503,0.000517059,0.000517059,0.000517059
56,1663,0.53816,0.2825,0.90045,0.98201,0.9827,0.99155,0.83049,0.72138,0.34818,1.06146,0.00050606,0.00050606,0.00050606
57,1688.25,0.53446,0.27796,0.89575,0.97877,0.98926,0.99078,0.82209,0.71277,0.3344,1.06196,0.000495062,0.000495062,0.000495062
58,1713.3,0.52818,0.27796,0.89274,0.97736,0.99054,0.98845,0.83281,0.71507,0.33666,1.07757,0.000484063,0.000484063,0.000484063
59,1738.51,0.52485,0.27545,0.89356,0.95496,0.99417,0.98984,0.82968,0.71112,0.34213,1.07615,0.000473064,0.000473064,0.000473064
60,1763.6,0.51798,0.26962,0.89361,0.95222,0.99218,0.98882,0.81106,0.72387,0.34503,1.08706,0.000462065,0.000462065,0.000462065
61,1788.62,0.52058,0.27077,0.89269,0.97157,0.99132,0.98932,0.82513,0.72868,0.34094,1.09342,0.000451066,0.000451066,0.000451066
62,1813.5,0.51885,0.26862,0.88802,0.97428,0.98512,0.99022,0.82043,0.72755,0.35697,1.09348,0.000440067,0.000440067,0.000440067
63,1838.75,0.51254,0.26851,0.88485,0.96949,0.97627,0.98982,0.81577,0.73304,0.34887,1.09336,0.000429068,0.000429068,0.000429068
64,1864.05,0.50851,0.26445,0.8878,0.96589,0.99107,0.99061,0.83076,0.73097,0.35599,1.08181,0.000418069,0.000418069,0.000418069
65,1889.13,0.50169,0.2597,0.88226,0.95817,0.99179,0.99199,0.82261,0.71546,0.35834,1.06974,0.00040707,0.00040707,0.00040707
