epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,543.301,0.74835,0.49837,1.00966,0.9852,0.9822,0.99278,0.81857,0.70762,0.50103,1.01114,0.000979013,0.000979013,0.000979013
14,583.788,0.72907,0.47031,1.00419,0.98857,0.98168,0.99307,0.81249,0.69648,0.42825,1.00683,0.000968014,0.000968014,0.000968014
15,622.682,0.74352,0.46927,1.00951,0.98999,0.98003,0.99285,0.81813,0.68483,0.41918,1.00569,0.000957015,0.000957015,0.000957015
16,652.364,0.72606,0.45971,1.0025,0.97797,0.97932,0.99069,0.81693,0.67939,0.46055,0.99968,0.000946016,0.000946016,0.000946016
17,682.169,0.71075,0.44306,0.9969,0.98533,0.98294,0.99317,0.81891,0.69452,0.41911,1.01109,0.000935018,0.000935018,0.000935018
18,711.728,0.68569,0.42457,0.98452,0.98206,0.97604,0.99082,0.80591,0.70974,0.44069,1.01481,0.000924019,0.000924019,0.000924019
19,741.763,0.69645,0.42792,0.98476,0.98895,0.98542,0.99329,0.81707,0.67123,0.40248,0.99486,0.00091302,0.00091302,0.00091302
20,771.45,0.68497,0.41645,0.98806,0.98431,0.98596,0.99161,0.83878,0.65379,0.45971,0.98064,0.000902021,0.000902021,0.000902021
21,800.883,0.67184,0.40828,0.97359,0.9901,0.98256,0.99186,0.83744,0.64698,0.3856,0.97766,0.000891022,0.000891022,0.000891022
22,830.551,0.67319,0.39781,0.97687,0.989,0.98513,0.99197,0.8296,0.6595,0.39828,0.98496,0.000880023,0.000880023,0.000880023
23,861.712,0.66572,0.39106,0.97418,0.98554,0.9858,0.99341,0.83387,0.64561,0.38162,0.9799,0.000869024,0.000869024,0.000869024
24,891.066,0.65896,0.38328,0.97768,0.99222,0.98426,0.9936,0.85799,0.62948,0.34832,0.97489,0.000858025,0.000858025,0.000858025
25,920.414,0.65097,0.38826,0.97303,0.98855,0.9858,0.99378,0.84012,0.64677,0.38523,0.9786,0.000847026,0.000847026,0.000847026
26,951.054,0.64978,0.38472,0.96492,0.99063,0.98253,0.99196,0.82436,0.64839,0.41981,0.97515,0.000836027,0.000836027,0.000836027
27,980.407,0.66494,0.37557,0.97562,0.98703,0.98441,0.99342,0.85438,0.63623,0.3619,0.97929,0.000825029,0.000825029,0.000825029
28,1009.86,0.65019,0.36804,0.96971,0.98267,0.97971,0.99342,0.85374,0.63766,0.38933,0.97886,0.00081403,0.00081403,0.00081403
29,1039.28,0.64078,0.36401,0.96883,0.98971,0.98605,0.99288,0.84752,0.62828,0.37732,0.96877,0.000803031,0.000803031,0.000803031
30,1069.54,0.6403,0.35887,0.96504,0.98642,0.98326,0.99271,0.86092,0.63455,0.36335,0.98113,0.000792032,0.000792032,0.000792032
31,1099.22,0.63665,0.3614,0.96849,0.98738,0.98519,0.99227,0.86044,0.62743,0.34694,0.97928,0.000781033,0.000781033,0.000781033
32,1128.81,0.62546,0.34891,0.96176,0.98994,0.98032,0.99223,0.85222,0.63906,0.35204,0.97417,0.000770034,0.000770034,0.000770034
33,1158.58,0.62825,0.35077,0.96425,0.98912,0.98078,0.99362,0.86586,0.61626,0.33614,0.96338,0.000759035,0.000759035,0.000759035
34,1188.24,0.61243,0.34379,0.95803,0.99027,0.98444,0.9936,0.86136,0.61688,0.33434,0.96801,0.000748036,0.000748036,0.000748036
35,1217.83,0.60959,0.34029,0.95174,0.98853,0.99253,0.99385,0.86845,0.62318,0.33569,0.97046,0.000737037,0.000737037,0.000737037
36,1248.06,0.6091,0.34427,0.95743,0.98961,0.98786,0.99345,0.87096,0.61713,0.34821,0.96764,0.000726038,0.000726038,0.000726038
37,1277.86,0.60489,0.33541,0.95402,0.99193,0.9853,0.99356,0.8636,0.6151,0.32657,0.961,0.00071504,0.00071504,0.00071504
38,1307.16,0.60863,0.3325,0.95236,0.99055,0.98865,0.99352,0.87827,0.61544,0.34074,0.96117,0.000704041,0.000704041,0.000704041
39,1336.86,0.60156,0.32897,0.94388,0.98436,0.98872,0.99303,0.87889,0.61357,0.318,0.96545,0.000693042,0.000693042,0.000693042
40,1367.01,0.60077,0.32837,0.95042,0.99063,0.98847,0.99364,0.87688,0.61468,0.31984,0.96346,0.000682043,0.000682043,0.000682043
41,1397.02,0.5971,0.32263,0.94385,0.98301,0.9904,0.99051,0.86954,0.60594,0.3265,0.95671,0.000671044,0.000671044,0.000671044
42,1426.54,0.59498,0.31992,0.9426,0.98756,0.98538,0.99298,0.86769,0.63164,0.33513,0.98129,0.000660045,0.000660045,0.000660045
43,1456.01,0.59612,0.32219,0.94472,0.99211,0.98654,0.99393,0.8812,0.59433,0.31046,0.95475,0.000649046,0.000649046,0.000649046
44,1485.72,0.58737,0.31648,0.95114,0.98498,0.98988,0.99311,0.87371,0.6147,0.31602,0.96841,0.000638047,0.000638047,0.000638047
45,1515.56,0.58588,0.31325,0.94474,0.98974,0.98698,0.99363,0.86789,0.61951,0.31804,0.97084,0.000627048,0.000627048,0.000627048
46,1545.5,0.58803,0.31442,0.94658,0.9894,0.98956,0.99346,0.86031,0.62505,0.32456,0.97818,0.000616049,0.000616049,0.000616049
47,1575.41,0.58557,0.31349,0.94521,0.99018,0.98903,0.99337,0.86574,0.60403,0.31516,0.9586,0.000605051,0.000605051,0.000605051
48,1605.06,0.58301,0.30766,0.94013,0.99263,0.98638,0.99408,0.88364,0.60552,0.29648,0.95981,0.000594052,0.000594052,0.000594052
49,1634.65,0.58542,0.31081,0.94461,0.98911,0.98946,0.99375,0.86787,0.61339,0.32167,0.96643,0.000583053,0.000583053,0.000583053
50,1664.34,0.57465,0.30445,0.93697,0.98988,0.98673,0.99376,0.87907,0.60278,0.31471,0.96356,0.000572054,0.000572054,0.000572054
51,1694.07,0.57443,0.30172,0.93773,0.9899,0.98928,0.99385,0.87275,0.61524,0.37351,0.96702,0.000561055,0.000561055,0.000561055
52,1723.94,0.57422,0.29882,0.93931,0.99298,0.98454,0.99395,0.8687,0.60879,0.31744,0.95979,0.000550056,0.000550056,0.000550056
53,1753.52,0.57237,0.29814,0.93509,0.99304,0.98491,0.99388,0.87907,0.61006,0.3338,0.95644,0.000539057,0.000539057,0.000539057
54,1783.12,0.56734,0.2941,0.93819,0.99017,0.98623,0.99366,0.86414,0.60892,0.32056,0.95519,0.000528058,0.000528058,0.000528058
55,1812.83,0.57473,0.29464,0.93574,0.99128,0.98979,0.99382,0.86427,0.62321,0.30454,0.96639,0.000517059,0.000517059,0.000517059
56,1842.59,0.56391,0.29233,0.93283,0.98706,0.98922,0.99378,0.8699,0.61938,0.3208,0.96167,0.00050606,0.00050606,0.00050606
57,1872.1,0.55558,0.28983,0.92909,0.98609,0.98926,0.99354,0.86938,0.60669,0.32132,0.9576,0.000495062,0.000495062,0.000495062
58,1901.82,0.56255,0.28911,0.93261,0.98922,0.9881,0.99416,0.88145,0.60184,0.29673,0.95788,0.000484063,0.000484063,0.000484063
59,1931.36,0.55802,0.28722,0.92885,0.98942,0.99313,0.9937,0.87153,0.6091,0.30994,0.96854,0.000473064,0.000473064,0.000473064
60,1961.26,0.54729,0.28096,0.92704,0.98874,0.99134,0.9937,0.87651,0.60864,0.30996,0.96215,0.000462065,0.000462065,0.000462065
61,1990.84,0.54861,0.28052,0.92645,0.99029,0.98816,0.99364,0.87363,0.6075,0.30198,0.95591,0.000451066,0.000451066,0.000451066
62,2020.78,0.55009,0.27942,0.9279,0.99071,0.99103,0.99404,0.87816,0.60135,0.30824,0.95971,0.000440067,0.000440067,0.000440067
63,2050.97,0.54494,0.2777,0.92494,0.98335,0.99301,0.99141,0.87848,0.60985,0.32516,0.96539,0.000429068,0.000429068,0.000429068
64,2080.85,0.54275,0.27356,0.9249,0.98674,0.9893,0.99382,0.87886,0.60389,0.31639,0.96233,0.000418069,0.000418069,0.000418069
65,2110.74,0.54452,0.27335,0.92179,0.98842,0.99146,0.99392,0.87982,0.60916,0.30483,0.95725,0.00040707,0.00040707,0.00040707
66,2144.6,0.5311,0.27023,0.91582,0.98755,0.99117,0.99385,0.8811,0.6058,0.31771,0.95811,0.000396071,0.000396071,0.000396071
67,2175.95,0.54957,0.27395,0.9221,0.99108,0.98952,0.99369,0.87722,0.61218,0.31242,0.9615,0.000385073,0.000385073,0.000385073
68,2205.06,0.5425,0.26989,0.92163,0.99205,0.99068,0.99436,0.88251,0.59986,0.29536,0.95267,0.000374074,0.000374074,0.000374074
